batch,inst_code,inst,major_code,major,first,second,plan_num
本科批,0413,赣南医学院,00,临床医学,物理,生物,2
本科批,2026,大连民族大学,00,经济学,物理,不限,2
本科批,0423,中国海洋大学,00,海洋科学,物理,不限,2
本科批,2026,大连民族大学,00,经济学,历史,不限,3
本科批,0819,呼伦贝尔学院,00,英语(师范类),历史,不限,3
本科批,3894,西安明德理工学院,00,英语,历史,不限,2
本科批,0726,西北政法大学,00,哲学,历史,不限,2
本科批,0041,中国人民公安大学,00,法学,历史,不限,4
本科批,9001,北京大学医学部,01,基础医学(本博连读),物理,化学,2
本科批,0010,北京化工大学,01,工科试验班(宏德书院)(化学工程与工艺、高分子材料与工程、生物工程),物理,化学,3
本科批,0631,重庆医科大学,01,临床医学(5+3一体化),物理,化学,1
本科批,9141,大连理工大学(盘锦校区),01,能源化学工程(能源、资源与生物化工新工科实验班),物理,化学,69
本科批,0161,大连医科大学,01,临床医学(5+3一体化),物理,化学,84
本科批,2617,广州城市理工学院,01,车辆工程,物理,化学,5
本科批,0595,桂林电子科技大学,01,机械设计制造及其自动化,物理,化学,3
本科批,1810,海南医学院,01,临床医学,物理,化学,6
本科批,6204,河北工业职业技术大学,01,钢铁智能冶金技术,物理,化学,3
本科批,D721,河北环境工程学院,01,环境科学,物理,化学,3
本科批,3596,华北理工大学冀唐学院,01,临床医学,物理,化学,10
本科批,0078,华北水利水电大学,01,水利水电工程,物理,化学,4
本科批,0192,吉林化工学院,01,化学工程与工艺,物理,化学,2
本科批,0390,集美大学,01,交通运输,物理,化学,3
本科批,0295,江南大学,01,食品科学与工程,物理,化学,2
本科批,0732,兰州交通大学,01,交通运输,物理,化学,4
本科批,3437,南昌医学院,01,临床医学,物理,化学,1
本科批,1065,青岛大学,01,环境科学与工程,物理,化学,3
本科批,0113,山西农业大学,01,农学(卓越人才实验班),物理,化学,1
本科批,0163,沈阳药科大学,01,药学类(药学、药物制剂、药物分析),物理,化学,440
本科批,0025,首都医科大学,01,临床医学(阶平班),物理,化学,2
本科批,0058,天津工业大学,01,纺织工程,物理,化学,3
本科批,0994,新疆工程学院,01,安全工程,物理,化学,3
本科批,1415,中国地质大学(北京),01,地质学(理科基地班),物理,化学,3
本科批,0624,中国民用航空飞行学院,01,思想政治教育,物理,政治,1
本科批,0117,长治医学院,01,临床医学,物理,化学&生物,7
本科批,0226,哈尔滨医科大学,01,临床医学(5+3一体化，于维汉班),物理,化学&生物,1
本科批,0089,河北医科大学,01,临床医学(5+3一体化),物理,化学&生物,4
本科批,3415,河北医科大学临床学院,01,临床医学,物理,化学&生物,3
本科批,0678,昆明医科大学,01,临床医学,物理,化学&生物,3
本科批,0132,内蒙古医科大学,01,蒙医学,物理,化学&生物,1
本科批,0114,山西医科大学,01,临床医学(5+3一体化),物理,化学&生物,3
本科批,3661,天津医科大学临床医学院,01,临床医学,物理,化学&生物,3
本科批,1840,西安医学院,01,临床医学,物理,化学&生物,2
本科批,0378,安徽财经大学,01,经济统计学,物理,不限,2
本科批,0357,安徽大学,01,数学类(数学与应用数学、信息与计算科学),物理,不限,4
本科批,0878,安徽建筑大学,01,土木工程,物理,不限,2
本科批,2216,安徽新华学院,01,电子信息工程,物理,不限,3
本科批,3891,保定理工学院,01,经济学,物理,不限,2
本科批,1407,北方民族大学,01,材料类(高分子材料与工程、新能源材料与器件、材料科学与工程、智能材料与结构),物理,不限,11
本科批,1629,北华航天工业学院,01,经济学,物理,不限,1
本科批,3630,北京工商大学嘉华学院,01,金融学,物理,不限,1
本科批,0006,北京航空航天大学,01,工科试验班类(计算机拔尖计划)(计算机科学与技术),物理,不限,1
本科批,0004,北京交通大学,01,理科试验班类(詹天佑本博直升试点班)(通信工程、轨道交通信号与控制、计算机科学与技术、人工智能、信息安全、经济学、物流管理、交通运输、交通工程、物流工程、系统科学与工程、土木工程、机械工程、电气工程及其自动化、软件工程、应用物理学、工程力学、数学与应用数学),物理,不限,9
本科批,0008,北京科技大学,01,理科试验班(材料科学与工程、管理科学与工程类、机械类、自动化类、计算机类、通信工程、土木类、安全工程、数学类、应用物理学),物理,不限,3
本科批,6401,北京师范大学-香港浸会大学联合国际学院,01,工商管理类(中外合作办学)[财务管理(中外合作办学)、人力资源管理(中外合作办学)、市场营销(中外合作办学)、工商管理(中外合作办学)、文化产业管理(中外合作办学)],物理,不限,6
本科批,0030,北京外国语大学,01,金融学,物理,不限,2
本科批,1232,北京信息科技大学,01,机械设计制造及其自动化,物理,不限,6
本科批,0032,北京语言大学,01,经济学(经济金融统计与分析),物理,不限,1
本科批,0167,渤海大学,01,电气工程及其自动化,物理,不限,90
本科批,0710,长安大学,01,道路桥梁与渡河工程,物理,不限,3
本科批,3603,长春财经学院,01,会计学,物理,不限,13
本科批,1437,长春工程学院,01,电气工程及其自动化,物理,不限,2
本科批,0190,长春工业大学,01,机械工程,物理,不限,1
本科批,3601,长春工业大学人文信息学院,01,机械工程,物理,不限,3
本科批,3605,长春建筑学院,01,电气工程及其自动化,物理,不限,4
本科批,3606,长春科技学院,01,电子信息科学与技术,物理,不限,10
本科批,0489,长江大学,01,新闻传播学类[广播电视学(含荆楚卓越人才协同育人计划)、网络与新媒体],物理,不限,1
本科批,1079,成都大学,01,金融科技,物理,不限,2
本科批,2636,成都东软学院,01,计算机类(计算机科学与技术、网络工程、物联网工程、智能科学与技术、网络空间安全),物理,不限,4
本科批,0616,成都理工大学,01,地质学类(地质学、地球化学),物理,不限,2
本科批,3668,成都理工大学工程技术学院,01,核工程与核技术,物理,不限,5
本科批,0621,成都信息工程大学,01,大气科学,物理,不限,3
本科批,0618,重庆交通大学,01,土木类(土木工程、道路桥梁与渡河工程),物理,不限,6
本科批,0617,重庆邮电大学,01,电子信息类(通信与信息类)(通信工程、电子信息工程、信息工程),物理,不限,2
本科批,1258,大连大学,01,金融学,物理,不限,10
本科批,3631,大连东软信息学院,01,计算机科学与技术,物理,不限,115
本科批,0152,大连工业大学,01,英语,物理,不限,18
本科批,3203,大连工业大学艺术与信息工程学院,01,国际经济与贸易,物理,不限,19
本科批,0151,大连海事大学,01,自动化类(自动化、电气工程及其自动化、测控技术与仪器),物理,不限,41
本科批,3207,大连科技学院,01,机械设计制造及其自动化,物理,不限,75
本科批,2026,大连民族大学,01,市场营销,物理,不限,5
本科批,3212,大连医科大学中山学院,01,护理学,物理,不限,103
本科批,0173,东北财经大学,01,经济学,物理,不限,5
本科批,9145,东北大学秦皇岛分校,01,经济学类(经济学、金融学、国际经济与贸易),物理,不限,7
本科批,0188,东北电力大学,01,电气工程及其自动化,物理,不限,19
本科批,0220,东北石油大学,01,建筑学,物理,不限,3
本科批,3844,东莞城市学院,01,机械设计制造及其自动化,物理,不限,2
本科批,0036,对外经济贸易大学,01,金融学类[金融学、金融学(国际金融与市场)、经济与金融、投资学、保险学(含与大数据专业双学士学位项目)],物理,不限,9
本科批,1775,防灾科技学院,01,地球物理学,物理,不限,2
本科批,3470,福州大学至诚学院,01,安全工程,物理,不限,2
本科批,2574,广东东软学院,01,软件工程,物理,不限,9
本科批,1540,广东金融学院,01,金融学,物理,不限,1
本科批,3830,广西外国语学院,01,英语,物理,不限,5
本科批,3902,广州新华学院,01,汉语言文学,物理,不限,2
本科批,0671,贵州财经大学,01,经济学类(经济学、资源与环境经济学、农林经济管理),物理,不限,2
本科批,0217,哈尔滨工程大学,01,海洋工程类(船舶与海洋工程、港口航道与海岸工程、海洋机器人),物理,不限,20
本科批,8213,哈尔滨工业大学(深圳),01,工科试验班(自动化与电气工程)(自动化、电气工程及其自动化),物理,不限,12
本科批,9213,哈尔滨工业大学(威海),01,工科试验班(电气与自动化)(自动化、电气工程及其自动化、智能材料与结构),物理,不限,10
本科批,3307,哈尔滨华德学院,01,软件工程(英才班),物理,不限,10
本科批,0245,哈尔滨金融学院,01,金融学,物理,不限,2
本科批,0214,哈尔滨理工大学,01,机械设计制造及其自动化,物理,不限,5
本科批,1635,哈尔滨信息工程学院,01,软件工程,物理,不限,10
本科批,3301,哈尔滨远东理工学院,01,计算机类(计算机科学与技术、软件工程),物理,不限,19
本科批,4829,海南比勒费尔德应用科学大学,01,电子信息科学与技术,物理,不限,7
本科批,0077,河北地质大学,01,地球物理学,物理,不限,3
本科批,3594,河北地质大学华信学院,01,金融学类(金融学、保险学、互联网金融),物理,不限,4
本科批,4225,河北东方学院,01,金融工程,物理,不限,1
本科批,3578,河北工程大学科信学院,01,国际经济与贸易,物理,不限,1
本科批,0084,河北建筑工程学院,01,土木工程,物理,不限,2
本科批,1832,河北经贸大学,01,经济学,物理,不限,3
本科批,0098,河北民族师范学院,01,经济与金融,物理,不限,3
本科批,0484,河南财经政法大学,01,经济与贸易类(国际经济与贸易、贸易经济),物理,不限,1
本科批,1652,河南财政金融学院,01,财政学,物理,不限,2
本科批,0475,河南大学,01,经济学类(经济学、金融学、财政学、国际经济与贸易),物理,不限,2
本科批,1517,河南工程学院,01,金融工程,物理,不限,2
本科批,0219,黑龙江科技大学,01,电气工程及其自动化,物理,不限,5
本科批,0228,黑龙江中医药大学,01,中医学(5+3一体化),物理,不限,4
本科批,0546,衡阳师范学院,01,经济学,物理,不限,1
本科批,0500,湖北工业大学,01,机械设计制造及其自动化,物理,不限,5
本科批,0537,湖南农业大学,01,动物科学,物理,不限,2
本科批,0541,湖南中医药大学,01,中医学(卓越1班、5+3一体化),物理,不限,1
本科批,0054,华北电力大学(北京),01,电气类(电气工程及其自动化、智能电网信息工程),物理,不限,13
本科批,1104,华北科技学院,01,应急技术与管理,物理,不限,2
本科批,0081,华北理工大学,01,安全工程,物理,不限,5
本科批,0404,华东交通大学,01,土木工程,物理,不限,4
本科批,0251,华东理工大学,01,工科试验班(智能与机器人)(人工智能、机器人工程),物理,不限,3
本科批,0276,华东政法大学,01,法学(民商法律),物理,不限,2
本科批,0385,华侨大学,01,哲学(中西人文综合试验班),物理,不限,2
本科批,0487,华中科技大学,01,数学类(数学与应用数学、统计学、信息与计算科学),物理,不限,2
本科批,0207,吉林财经大学,01,会计学,物理,不限,5
本科批,0191,吉林建筑大学,01,建筑学,物理,不限,2
本科批,3604,吉林建筑科技学院,01,建筑学,物理,不限,3
本科批,3471,集美大学诚毅学院,01,财政学,物理,不限,1
本科批,0427,济南大学,01,汉语言文学(师范类),物理,不限,2
本科批,3991,江苏科技大学苏州理工学院,01,船舶与海洋工程,物理,不限,2
本科批,3441,江西财经大学现代经济管理学院,01,会计学,物理,不限,1
本科批,3213,锦州医科大学医疗学院,01,食品科学与工程,物理,不限,24
本科批,3535,晋中信息学院,01,计算机科学与技术,物理,不限,1
本科批,0121,晋中学院,01,数据科学与大数据技术,物理,不限,2
本科批,0763,喀什大学,01,法学,物理,不限,4
本科批,3626,昆明理工大学津桥学院,01,计算机科学与技术,物理,不限,2
本科批,0737,兰州城市学院,01,数学与应用数学(师范类),物理,不限,3
本科批,3515,兰州信息科技学院,01,电气工程及其自动化,物理,不限,3
本科批,3328,丽江文化旅游学院,01,经济学,物理,不限,2
本科批,1779,辽东学院,01,国际经济与贸易,物理,不限,66
本科批,3957,辽宁传媒学院,01,汉语言文学,物理,不限,30
本科批,0140,辽宁大学,01,汉语言文学,物理,不限,2
本科批,0841,辽宁对外经贸学院,01,国际经济与贸易,物理,不限,68
本科批,0147,辽宁工程技术大学,01,采矿工程,物理,不限,14
本科批,0154,辽宁工业大学,01,机械电子工程,物理,不限,33
本科批,0146,辽宁科技大学,01,材料成型及控制工程,物理,不限,46
本科批,1430,辽宁科技学院,01,机械设计制造及其自动化,物理,不限,27
本科批,3217,辽宁理工学院,01,机械电子工程,物理,不限,24
本科批,3215,辽宁师范大学海华学院,01,法学,物理,不限,18
本科批,0148,辽宁石油化工大学,01,安全工程,物理,不限,2
本科批,3609,辽宁中医药大学杏林学院,01,中医学,物理,不限,68
本科批,2710,闽南理工学院,01,机械设计制造及其自动化,物理,不限,1
本科批,3433,南昌航空大学科技学院,01,飞行器制造工程,物理,不限,3
本科批,3431,南昌交通学院,01,电气工程及其自动化,物理,不限,3
本科批,0555,南华大学,01,机械类(机械设计制造及其自动化、智能制造工程、车辆工程、过程装备与控制工程、材料成型及控制工程),物理,不限,6
本科批,0327,南京财经大学,01,经济学类(经济学、经济统计学、数字经济),物理,不限,3
本科批,1276,南京工程学院,01,机械类(机械设计制造及其自动化、机械电子工程、机械工程),物理,不限,2
本科批,0288,南京理工大学,01,兵器类(弹药工程与爆炸技术、武器系统与工程),物理,不限,15
本科批,0298,南京林业大学,01,机械设计制造及其自动化,物理,不限,2
本科批,0293,南京邮电大学,01,通信工程,物理,不限,8
本科批,1549,南宁学院,01,智能制造工程,物理,不限,2
本科批,1653,南阳理工学院,01,机械设计制造及其自动化,物理,不限,4
本科批,0139,内蒙古财经大学,01,经济学,物理,不限,7
本科批,0129,内蒙古农业大学,01,动物科学,物理,不限,1
本科批,6301,宁波诺丁汉大学,01,国际商务(中外合作办学),物理,不限,3
本科批,2544,宁夏理工学院,01,会计学,物理,不限,1
本科批,3998,齐鲁理工学院,01,计算机科学与技术,物理,不限,2
本科批,3378,青岛城市学院,01,土木工程,物理,不限,2
本科批,3995,青岛工学院,01,机械设计制造及其自动化,物理,不限,2
本科批,3997,青岛农业大学海都学院,01,财务管理,物理,不限,1
本科批,0456,山东财经大学,01,经济学类(经济学、资源与环境经济学),物理,不限,2
本科批,3999,山东财经大学东方学院,01,会计学,物理,不限,2
本科批,4100,山东政法学院,01,法学,物理,不限,3
本科批,4527,山西工程技术学院,01,材料成型及控制工程,物理,不限,1
本科批,0118,山西师范大学,01,经济学,物理,不限,1
本科批,0809,山西中医药大学,01,中医学,物理,不限,2
本科批,0272,上海财经大学,01,会计学,物理,不限,1
本科批,0248,上海交通大学,01,人工智能(卓越人才试点班),物理,不限,3
本科批,0252,上海理工大学,01,工科试验班(智能化制造类)(机械设计制造及其自动化、材料成型及控制工程、工业设计、过程装备与控制工程、车辆工程、材料科学与工程、能源与动力工程、新能源科学与工程、储能科学与工程、机器人工程、土木工程、建筑环境与能源应用工程、环境工程、生物医学工程、康复工程、食品科学与工程、食品质量与安全、管理科学),物理,不限,16
本科批,1047,上海立信会计金融学院,01,会计学,物理,不限,4
本科批,1835,上海政法学院,01,法学(卓越法律人才培养创新班),物理,不限,2
本科批,0590,深圳大学,01,材料科学与工程,物理,不限,1
本科批,4655,深圳技术大学,01,机械设计制造及其自动化,物理,不限,2
本科批,3208,沈阳城市建设学院,01,建筑学,物理,不限,40
本科批,3220,沈阳城市学院,01,金融学,物理,不限,19
本科批,1632,沈阳工程学院,01,电气工程及其自动化,物理,不限,140
本科批,3621,沈阳科技学院,01,金融学,物理,不限,57
本科批,0144,沈阳理工大学,01,金融学,物理,不限,8
本科批,0166,沈阳师范大学,01,教育学(师范),物理,不限,11
本科批,0107,石家庄铁道大学,01,土木类(土木工程、铁道工程、测绘工程、勘查技术与工程、城市地下空间工程、智能建造),物理,不限,20
本科批,0109,太原科技大学,01,机械设计制造及其自动化,物理,不限,6
本科批,0112,太原理工大学,01,机械设计制造及其自动化,物理,不限,2
本科批,1033,唐山学院,01,会计学,物理,不限,3
本科批,4087,天津财经大学珠江学院,01,会计学,物理,不限,2
本科批,0792,天津城建大学,01,建筑学,物理,不限,1
本科批,3897,天津理工大学中环信息学院,01,自动化,物理,不限,3
本科批,4038,天津仁爱学院,01,英语,物理,不限,1
本科批,3660,天津商业大学宝德学院,01,英语,物理,不限,1
本科批,0068,天津外国语大学,01,外国语言文学类(英语类)(英语、翻译、商务英语),物理,不限,1
本科批,0247,同济大学,01,工科试验班(国豪精英班),物理,不限,5
本科批,4203,皖江工学院,01,水利水电工程,物理,不限,2
本科批,3571,无锡太湖学院,01,金融学,物理,不限,2
本科批,0488,武汉科技大学,01,机械类(机械工程、机械电子工程、工业工程、测控技术与仪器、智能制造工程),物理,不限,8
本科批,0497,武汉理工大学,01,材料类(材料成型及控制工程、材料科学与工程、材料物理、材料化学、无机非金属材料工程、高分子材料与工程、复合材料与工程、新能源材料与器件),物理,不限,8
本科批,2714,西安翻译学院,01,国际经济与贸易,物理,不限,2
本科批,3682,西安工商学院,01,计算机科学与技术,物理,不限,3
本科批,0703,西安建筑科技大学,01,建筑学,物理,不限,3
本科批,1664,西安邮电大学,01,通信工程,物理,不限,3
本科批,0651,西南财经大学,01,金融学类[金融学、金融工程、信用管理、金融学(证券与期货方向)、投资学],物理,不限,4
本科批,4037,西南财经大学天府学院,01,会计学,物理,不限,2
本科批,0613,西南交通大学,01,土木工程,物理,不限,10
本科批,0615,西南石油大学,01,石油工程,物理,不限,4
本科批,3115,厦门工学院,01,机械工程,物理,不限,3
本科批,2709,厦门华厦学院,01,金融学,物理,不限,2
本科批,1062,厦门理工学院,01,机械设计制造及其自动化,物理,不限,2
本科批,X012,香港珠海学院,01,商学院(会计及银行；工商管理学；财务金融学；金融及资讯管理学),物理,不限,4
本科批,0766,新疆财经大学,01,金融学,物理,不限,2
本科批,3561,新疆科技学院,01,会计学,物理,不限,3
本科批,1053,徐州工程学院,01,土木工程,物理,不限,2
本科批,0216,燕山大学,01,经济与金融,物理,不限,2
本科批,4435,营口理工学院,01,金融工程,物理,不限,6
本科批,0459,郑州大学,01,经济学类(经济学、经济统计学、金融学、国际经济与贸易),物理,不限,6
本科批,0485,郑州航空工业管理学院,01,工商管理类[会计学、会计学(注册会计师方向)、财务管理、审计学、工商管理、人力资源管理、市场营销],物理,不限,5
本科批,0110,中北大学,01,武器系统与工程,物理,不限,2
本科批,0491,中国地质大学(武汉),01,地质学类(国家拔尖计划，国家理科基地班)(地质学),物理,不限,2
本科批,3292,中国计量大学现代科技学院,01,自动化,物理,不限,1
本科批,4430,中国科学院大学,01,数学与应用数学,物理,不限,3
本科批,0059,中国民航大学,01,工科试验班(中欧航空工程师)(飞行器动力工程),物理,不限,5
本科批,1414,中国石油大学(北京),01,安全工程,物理,不限,3
本科批,0020,北京农学院,01,生物工程,物理,化学|生物,2
本科批,0017,北京石油化工学院,01,化学工程与工艺,物理,化学|生物,4
本科批,0026,北京中医药大学,01,中医学(领军人才培养计划),物理,化学|生物,1
本科批,0823,长沙医学院,01,临床医学,物理,化学|生物,4
本科批,3705,成都医学院,01,临床医学,物理,化学|生物,10
本科批,0093,承德医学院,01,临床医学,物理,化学|生物,9
本科批,0679,大理大学,01,临床医学,物理,化学|生物,4
本科批,0225,东北林业大学,01,林学类(林学、森林保护),物理,化学|生物,8
本科批,0224,东北农业大学,01,植物生产类(1)(农学、种子科学与工程),物理,化学|生物,10
本科批,0571,广东医科大学,01,临床医学,物理,化学|生物,3
本科批,0092,河北北方学院,01,临床医学,物理,化学|生物,5
本科批,0466,河南农业大学,01,植物生产类(农学类)(农学、种子科学与工程),物理,化学|生物,2
本科批,3249,湖北医药学院药护学院,01,临床医学,物理,化学|生物,2
本科批,2214,湖南医药学院,01,临床医学,物理,化学|生物,1
本科批,0504,华中农业大学,01,生物科学类[生物科学(国家生物学理科基地班)、生物技术(国家生命科学与技术基地班)],物理,化学|生物,2
本科批,0193,吉林农业大学,01,植物生产类(农学、种子科学与工程),物理,化学|生物,2
本科批,0443,济宁医学院,01,临床医学,物理,化学|生物,7
本科批,0412,江西中医药大学,01,中医学,物理,化学|生物,2
本科批,3332,昆明医科大学海源学院,01,临床医学,物理,化学|生物,4
本科批,3610,辽宁何氏医学院,01,临床医学,物理,化学|生物,83
本科批,0162,辽宁中医药大学,01,中医学(5+3一体化),物理,化学|生物,90
本科批,4625,茅台学院,01,白酒酿造工程,物理,化学|生物,2
本科批,2121,南方医科大学,01,临床医学(本硕博连读),物理,化学|生物,3
本科批,0291,南京工业大学,01,化学工程与工艺,物理,化学|生物,6
本科批,0307,南京农业大学,01,农学,物理,化学|生物,4
本科批,9248,上海交通大学医学院,01,临床医学(八年制本博连读),物理,化学|生物,2
本科批,0157,沈阳农业大学,01,农学,物理,化学|生物,44
本科批,0164,沈阳医学院,01,临床医学,物理,化学|生物,240
本科批,1552,四川旅游学院,01,烹饪与营养教育,物理,化学|生物,1
本科批,0626,四川农业大学,01,农学,物理,化学|生物,4
本科批,0438,潍坊医学院,01,临床医学,物理,化学|生物,5
本科批,0490,武汉工程大学,01,化学工程与工艺(智能化工、精细化学品、电子化学品方向),物理,化学|生物,2
本科批,0496,武汉轻工大学,01,食品科学与工程类[食品科学与工程、食品质量与安全、粮食工程(营养与大健康方向)],物理,化学|生物,2
本科批,2362,武汉生物工程学院,01,生物工程,物理,化学|生物,2
本科批,0397,武夷学院,01,茶学,物理,化学|生物,1
本科批,0760,新疆医科大学,01,临床医学(“5+3一体化”),物理,化学|生物,2
本科批,0472,新乡医学院,01,临床医学,物理,化学|生物,10
本科批,0676,云南农业大学,01,生物技术,物理,化学|生物,1
本科批,0159,中国医科大学,01,生物科学,物理,化学|生物,21
本科批,0661,遵义医科大学,01,临床医学,物理,化学|生物,3
本科批,0153,沈阳建筑大学,01,建筑学,物理,生物|地理,48
本科批,0163,沈阳药科大学,01,药学类(药学、药物制剂、药物分析),历史,化学,3
本科批,1397,安康学院,01,思想政治教育(师范类),历史,政治,2
本科批,0608,广西民族大学,01,政治学与行政学,历史,政治,2
本科批,1100,海南热带海洋学院,01,国际事务与国际关系,历史,政治,2
本科批,8127,内蒙古科技大学包头师范学院,01,政治学与行政学,历史,政治,1
本科批,0755,新疆大学,01,思想政治教育,历史,政治,1
本科批,0762,新疆师范大学,01,思想政治教育(师范类),历史,政治,3
本科批,0624,中国民用航空飞行学院,01,思想政治教育,历史,政治,3
本科批,4596,中国社会科学院大学,01,思想政治教育,历史,政治,2
本科批,0479,安阳师范学院,01,汉语言文学(师范类),历史,不限,3
本科批,0169,鞍山师范学院,01,汉语言文学(师范),历史,不限,64
本科批,3891,保定理工学院,01,经济学,历史,不限,3
本科批,0009,北方工业大学,01,经济与金融,历史,不限,1
本科批,1629,北华航天工业学院,01,经济学,历史,不限,1
本科批,3904,北京工业大学耿丹学院,01,国际经济与贸易,历史,不限,1
本科批,6401,北京师范大学-香港浸会大学联合国际学院,01,工商管理类(中外合作办学)[财务管理(中外合作办学)、人力资源管理(中外合作办学)、市场营销(中外合作办学)、工商管理(中外合作办学)、文化产业管理(中外合作办学)],历史,不限,3
本科批,0032,北京语言大学,01,经济学(经济金融统计与分析),历史,不限,1
本科批,0105,沧州师范学院,01,汉语言文学(师范类),历史,不限,1
本科批,3603,长春财经学院,01,会计学,历史,不限,11
本科批,3246,长江大学文理学院,01,金融学类(金融学、国际经济与贸易),历史,不限,3
本科批,0122,长治学院,01,汉语言文学(师范类),历史,不限,1
本科批,1799,重庆工商大学,01,经济学,历史,不限,3
本科批,1258,大连大学,01,金融学,历史,不限,8
本科批,0152,大连工业大学,01,英语,历史,不限,32
本科批,0141,大连理工大学,01,新闻传播学类(人文社科实验班)(广播电视学、汉语言文学),历史,不限,17
本科批,2026,大连民族大学,01,市场营销,历史,不限,2
本科批,3212,大连医科大学中山学院,01,护理学,历史,不限,42
本科批,0173,东北财经大学,01,经济学,历史,不限,2
本科批,9145,东北大学秦皇岛分校,01,经济学类(经济学、金融学、国际经济与贸易),历史,不限,1
本科批,0036,对外经济贸易大学,01,金融学类[金融学、金融学(国际金融与市场)、经济与金融、投资学、保险学(含与大数据专业双学士学位项目)],历史,不限,6
本科批,0418,赣南师范大学,01,历史学(师范类),历史,不限,2
本科批,1540,广东金融学院,01,金融学,历史,不限,1
本科批,3830,广西外国语学院,01,英语,历史,不限,3
本科批,3656,广州华立学院,01,经济学,历史,不限,2
本科批,3902,广州新华学院,01,汉语言文学,历史,不限,2
本科批,0671,贵州财经大学,01,经济学类(经济学、资源与环境经济学、农林经济管理),历史,不限,2
本科批,3648,贵州黔南经济学院,01,会计学,历史,不限,2
本科批,0245,哈尔滨金融学院,01,金融学,历史,不限,2
本科批,0589,海南大学,01,金融学,历史,不限,1
本科批,0075,河北大学,01,中国语言文学类(汉语言文学、汉语国际教育),历史,不限,5
本科批,3594,河北地质大学华信学院,01,金融学类(金融学、保险学、互联网金融),历史,不限,2
本科批,4225,河北东方学院,01,金融工程,历史,不限,2
本科批,3578,河北工程大学科信学院,01,国际经济与贸易,历史,不限,1
本科批,1832,河北经贸大学,01,经济学,历史,不限,3
本科批,0098,河北民族师范学院,01,经济与金融,历史,不限,3
本科批,0484,河南财经政法大学,01,经济与贸易类(国际经济与贸易、贸易经济),历史,不限,1
本科批,1652,河南财政金融学院,01,财政学,历史,不限,2
本科批,0475,河南大学,01,经济学类(经济学、金融学、财政学、国际经济与贸易),历史,不限,2
本科批,3744,黑河学院,01,俄语,历史,不限,1
本科批,0212,黑龙江大学,01,哲学,历史,不限,2
本科批,1445,黑龙江工业学院,01,商务英语,历史,不限,1
本科批,3296,黑龙江外国语学院,01,小学教育,历史,不限,5
本科批,0512,湖北大学,01,工商管理类(工商管理、市场营销、会计学、人力资源管理),历史,不限,2
本科批,0549,湖南文理学院,01,汉语言文学(师范类),历史,不限,2
本科批,0276,华东政法大学,01,法学(民商法律),历史,不限,2
本科批,0207,吉林财经大学,01,会计学,历史,不限,3
本科批,1261,吉林工商学院,01,经济学,历史,不限,3
本科批,3604,吉林建筑科技学院,01,建筑学,历史,不限,6
本科批,3471,集美大学诚毅学院,01,财政学,历史,不限,1
本科批,0427,济南大学,01,汉语言文学(师范类),历史,不限,2
本科批,3441,江西财经大学现代经济管理学院,01,会计学,历史,不限,1
本科批,3213,锦州医科大学医疗学院,01,食品科学与工程,历史,不限,7
本科批,0763,喀什大学,01,法学,历史,不限,4
本科批,3328,丽江文化旅游学院,01,经济学,历史,不限,2
本科批,1779,辽东学院,01,国际经济与贸易,历史,不限,27
本科批,3957,辽宁传媒学院,01,汉语言文学,历史,不限,75
本科批,0140,辽宁大学,01,汉语言文学,历史,不限,38
本科批,0841,辽宁对外经贸学院,01,国际经济与贸易,历史,不限,61
本科批,3215,辽宁师范大学海华学院,01,法学,历史,不限,80
本科批,3609,辽宁中医药大学杏林学院,01,中医学,历史,不限,40
本科批,0738,陇东学院,01,汉语言文学(师范类),历史,不限,2
本科批,0639,绵阳师范学院,01,汉语言文学(师范类),历史,不限,1
本科批,3654,南京理工大学紫金学院,01,国际经济与贸易,历史,不限,1
本科批,3994,南京审计大学金审学院,01,审计学,历史,不限,2
本科批,2048,南京特殊教育师范学院,01,特殊教育(师范类),历史,不限,2
本科批,6301,宁波诺丁汉大学,01,国际商务(中外合作办学),历史,不限,4
本科批,2544,宁夏理工学院,01,会计学,历史,不限,3
本科批,3997,青岛农业大学海都学院,01,财务管理,历史,不限,3
本科批,0456,山东财经大学,01,经济学类(经济学、资源与环境经济学),历史,不限,1
本科批,3999,山东财经大学东方学院,01,会计学,历史,不限,3
本科批,4438,山东管理学院,01,劳动关系,历史,不限,2
本科批,4100,山东政法学院,01,法学,历史,不限,4
本科批,0108,山西大学,01,汉语言文学,历史,不限,3
本科批,0118,山西师范大学,01,经济学,历史,不限,1
本科批,0809,山西中医药大学,01,中医学,历史,不限,2
本科批,0708,陕西科技大学,01,英语,历史,不限,2
本科批,0560,汕头大学,01,汉语言文学,历史,不限,2
本科批,0272,上海财经大学,01,会计学,历史,不限,2
本科批,0254,上海海事大学,01,法学(海商法),历史,不限,2
本科批,2799,上海建桥学院,01,数字经济,历史,不限,2
本科批,1047,上海立信会计金融学院,01,会计学,历史,不限,2
本科批,1835,上海政法学院,01,法学(卓越法律人才培养创新班),历史,不限,2
本科批,3208,沈阳城市建设学院,01,建筑学,历史,不限,14
本科批,3220,沈阳城市学院,01,金融学,历史,不限,60
本科批,3621,沈阳科技学院,01,金融学,历史,不限,20
本科批,0144,沈阳理工大学,01,金融学,历史,不限,11
本科批,0166,沈阳师范大学,01,教育学(师范),历史,不限,20
