inst_code,inst,major_code,major,min_score
0036,对外经济贸易大学,04,国际经济与贸易(国际组织人才基地班),646
0276,华东政法大学,03,法学(经济法),646
0055,南开大学,07,法学,645
0055,南开大学,10,经济学类(经济学、国际经济与贸易、财政学、商务经济学),645
0272,上海财经大学,0F,财政学类(财政学、税收学),645
0558,中山大学,17,汉语言文学(珠海),645
0183,吉林大学,45,法学(涉外法治人才试验班),644
0055,南开大学,15,中国语言文学类[汉语言文学、新闻学、网络与新媒体(出版与智能传播方向)、汉语国际教育],644
0055,南开大学,17,工商管理类(未来商业领导者计划)[工商管理、人力资源管理、财务管理、会计学、会计学(国际会计)、市场营销、物流管理、图书馆学、档案学、旅游管理、会展经济与管理],644
0651,西南财经大学,12,会计学(注册会计师专门化方向),644
0027,北京师范大学,G1,教育学类(教育学、学前教育、特殊教育),643
0183,吉林大学,46,法学,643
0384,厦门大学,01,人文科学试验班(汉语言文学、汉语言、历史学、考古学、哲学、戏剧影视文学),643
0034,中央财经大学,01,财政学类[财政学、税收学、资产评估、财政学(财政基础理论基地班)、税收学(全球税收治理菁英班)],643
0200,东北师范大学,B2,汉语言文学(师范类),642
0276,华东政法大学,05,法学(国际经济法),642
0272,上海财经大学,09,工商管理类[工商管理(商务分析)、工商管理(战略与创新创业)、人力资源管理、市场营销],642
0247,同济大学,34,人文科学试验班(传播学、德语、英语、日语、哲学、文化产业管理、汉语言文学),642
9027,北京师范大学(珠海校区),0M,人文科学试验班(汉语言文学、英语、历史学),641
0030,北京外国语大学,08,英语,641
0036,对外经济贸易大学,13,法学类[法学、法学(与大数据双学士学位项目)、法学(涉外型卓越经贸法律人才实验班)],641
0276,华东政法大学,09,法学(网络与信息法),641
0558,中山大学,07,社会学类(社会学、人类学、考古学),641
0034,中央财经大学,15,经济学类(经济学、国民经济管理),641
0006,北京航空航天大学,16,社会科学试验班(经济学、行政管理、英语、翻译、法学),640
0030,北京外国语大学,10,英语(中国政法大学联合培养涉外法治人才),640
0422,山东大学,63,法学类(法学),640
0247,同济大学,39,政治学与行政学,640
0652,西南政法大学,0J,法学(国贸双学位),640
0558,中山大学,1A,经济学类(珠海)(经济学、金融学),640
0558,中山大学,2D,工商管理(深圳),640
0034,中央财经大学,24,法学(卓越法治人才教育培养计划),640
0183,吉林大学,05,"汉语言文学(匡亚明班,拔尖学生培养基地)",639
0422,山东大学,04,中国语言文学类(汉语言文学),639
0384,厦门大学,07,社会学类(社会学、人类学),639
0053,中国政法大学,12,英语(法律英语实验班),639
0520,中南财经政法大学,17,法学类[法学、法学(民商法方向)、法学(涉外法治方向)、法学(政府法治方向)、法学(刑事司法方向)、法学(社会治理方向)],639
0030,北京外国语大学,06,汉语言文学,638
0030,北京外国语大学,12,英语(国别与区域研究),638
0036,对外经济贸易大学,02,经济学类(国际经济与贸易、财政学、税收学),638
0269,华东师范大学,36,新闻传播学类(新闻学、编辑出版学),638
0718,陕西师范大学,0E,中国语言文学类[汉语言文学(师范)、汉语言文学(拔尖基地班)、汉语言文学],638
0698,西安交通大学,0D,法学试验班[法学(卓越复合班)、国际经贸规则(丝路国际班)],638
0651,西南财经大学,26,法学(法学与会计学双学位),638
0384,厦门大学,06,公共管理类(政治学与行政学、行政管理、国际政治、马克思主义理论),638
0423,中国海洋大学,49,法学,638
0200,东北师范大学,C4,马克思主义理论类[思想政治教育(师范)、社会学、哲学],637
0183,吉林大学,04,"人文科学试验班(匡亚明班,双学士学位)(汉语言文学、历史学)",637
0651,西南财经大学,28,法学(法学与国商双学位),637
0652,西南政法大学,0L,法学(英语双学位),637
0652,西南政法大学,0Q,法学(行管双学位),637
0384,厦门大学,02,新闻传播学类(新闻学、广告学、传播学、国际新闻与传播),637
0384,厦门大学,03,外国语言文学类(英语、日语、法语、俄语、德语、西班牙语),637
0558,中山大学,03,历史学(广州),637
0034,中央财经大学,16,工商管理类(商学院)[工商管理、市场营销(大数据营销)、人力资源管理、供应链管理、供应链管理(供应链、经统双学位项目)],637
0532,湖南大学,11,法学,636
0269,华东师范大学,22,汉语国际教育,636
0269,华东师范大学,31,金融学类(金融学、经济学),636
0269,华东师范大学,35,人力资源管理(双学位),636
4596,中国社会科学院大学,02,马克思主义理论,636
0558,中山大学,05,哲学类(广州)(哲学、逻辑学),636
0036,对外经济贸易大学,10,工商管理类[会计学、财务管理、人力资源管理、市场营销、工商管理、会计学(与北邮计算机联合学士学位培养项目)、会计学(与北邮金科联合学士学位培养项目)],635
0532,湖南大学,06,金融学,635
0532,湖南大学,10,国际经济与贸易(实验班),635
0269,华东师范大学,38,哲学,635
0610,四川大学,04,人文科学试验班(中文与新闻传播)(汉语言文学、汉语国际教育、新闻学、广告学、网络与新媒体),635
0033,中国传媒大学,40,新闻学,635
0286,东南大学,13,文科试验班类(郭秉文班)(社会学、汉语言文学、旅游管理、哲学、法学、艺术史论),634
0036,对外经济贸易大学,01,金融学类[金融学、金融学(国际金融与市场)、经济与金融、投资学、保险学],634
8213,哈尔滨工业大学(深圳),15,经济管理试验班[经济学、会计学(大数据会计方向)],634
0487,华中科技大学,20,中国语言文学类(汉语言文学、汉语国际教育),634
0183,吉林大学,06,汉语言文学,634
0698,西安交通大学,0A,文科试验班类(哲学、社会学、汉语言文学),634
0007,北京理工大学,0D,社会科学试验班(人文社科方向)[法学、社会工作、法学(含AI双学位)、英语、日语、德语、西班牙语],633
0030,北京外国语大学,45,翻译(外交外事高级翻译),633
0183,吉林大学,43,"经济学(匡亚明班,拔尖学生培养基地)",633
0285,苏州大学,01,汉语言文学(师范),633
0651,西南财经大学,22,金融学(经管国际化创新实验班),633
0652,西南政法大学,04,法学,633
0053,中国政法大学,22,思想政治教育,633
0269,华东师范大学,32,工商管理类(工商管理、会计学),632
0561,华南理工大学,52,法学(卓越法律班),632
0422,山东大学,08,工商管理类(工商管理、会计学),632
0651,西南财经大学,11,工商管理类(会计学院)[会计学(大数据会计)、财务管理、审计学],632
0651,西南财经大学,13,会计学(双语实验班),632
0053,中国政法大学,24,政治学与行政学,632
0520,中南财经政法大学,29,工商管理类(会计学)[会计学、会计学(注册会计师方向)、财务管理],632
0027,北京师范大学,1G,戏剧影视文学,631
0030,北京外国语大学,03,法学,631
0200,东北师范大学,B4,英语(师范类),631
0561,华南理工大学,56,法学类(法学、知识产权),631
0285,苏州大学,09,法学,631
0698,西安交通大学,0B,外国语言文学类[英语、英语(语言数据方向)、英语(英法方向)],631
0019,中国农业大学,24,法学,631
9002,中国人民大学(苏州校区),03,金融学(中外合作办学),631
9002,中国人民大学(苏州校区),06,传播学(中外合作办学)(国际传播拔尖创新班),631
0053,中国政法大学,01,哲学(拔尖创新人才培养实验班),631
0053,中国政法大学,16,网络与新媒体,631
0200,东北师范大学,CG,历史学(日知试验班)(师范类),630
0559,暨南大学,44,会计学,630
0422,山东大学,03,经济学类(经济学、财政学、金融学、国际经济与贸易),630
0422,山东大学,06,历史学类(历史学、档案学),630
0610,四川大学,01,经济学类(国际经济与贸易、经济学、国民经济管理、财政学),630
0698,西安交通大学,0F,公共管理类(行政管理、劳动与社会保障),630
0651,西南财经大学,04,金融学类[金融学、金融学(证券与期货方向)、金融学(双语实验班)、信用管理、投资学],630
4596,中国社会科学院大学,03,汉语言文学,630
0533,中南大学,A1,法学类(社会学、法学),630
0030,北京外国语大学,AB,俄语,629
0532,湖南大学,13,汉语言文学,629
0561,华南理工大学,58,经济学类(经济学、金融学、国际经济与贸易),629
0422,山东大学,61,政治学类(政治学与行政学、国际政治),629
0726,西北政法大学,05,法学(民商法),629
0635,西南大学,13,中国语言文学类(汉语言文学、汉语国际教育),629
0007,北京理工大学,0C,社会科学试验班(管理与经济方向)[工商管理(含数字创新管理方向)、工商管理(含AI双学位)、经济学、国际经济与贸易(含数字金融、数字贸易方向)],628
0030,北京外国语大学,05,国际组织与全球治理,628
0611,重庆大学,92,"汉语言文学(博雅类,含中文、历史、哲学专业)",628
0487,华中科技大学,4J,国际商务,628
0033,中国传媒大学,43,传播学(舆情分析方向),628
0019,中国农业大学,22,经济学类(国际经济与贸易、金融学、农林经济管理),628
0053,中国政法大学,23,国际政治,628
0520,中南财经政法大学,10,金融学类(金融学、投资学),628
0030,北京外国语大学,04,外交学,627
0611,重庆大学,D9,人文科学试验班(法学新闻类)(法学、新闻学、广播电视学),627
0286,东南大学,25,劳动与社会保障,627
0319,南京师范大学,0Q,中国语言文学类[汉语言文学(师范、非师范、创新实验班)、秘书学],627
0651,西南财经大学,19,财政学类(财政学、税收学),627
0053,中国政法大学,09,社会工作,627
0052,中央民族大学,32,汉语言文学,627
0004,北京交通大学,17,文科试验班类(经管学院工商类)(会计学、财务管理、工商管理),626
0213,哈尔滨工业大学,26,经济管理试验班(电子商务、工商管理、市场营销、会计学、财务管理、国际经济与贸易、金融学),626
0269,华东师范大学,46,教育学类(学前教育、特殊教育、教育康复学、公共事业管理)(师范类),626
0183,吉林大学,07,历史学,626
0726,西北政法大学,06,法学(经济法),626
0651,西南财经大学,20,经济与贸易类[国际商务(双语实验班)、国际经济与贸易(双语实验班)],626
0033,中国传媒大学,26,广播电视编导(文艺编导方向),626
0533,中南大学,A2,中国语言文学类(汉语言文学、数字出版),626
0052,中央民族大学,23,法学类[法学、法学(涉外法治)],626
0151,大连海事大学,19,法学,625
0532,湖南大学,03,哲学,625
0276,华东政法大学,15,社会学类(社会学、社会工作、社会政策),625
0561,华南理工大学,33,工商管理类(工商管理、人力资源管理、市场营销、财务管理),625
9422,山东大学威海分校,06,汉语言文学,625
0652,西南政法大学,0W,法学(中外合作办学),625
0423,中国海洋大学,47,汉语言文学,625
4596,中国社会科学院大学,15,国际事务与国际关系,625
0533,中南大学,A0,金融学类(经济管理类)(国际经济与贸易、金融学、工商管理、会计学、行政管理),625
0004,北京交通大学,20,法学,624
0013,北京邮电大学,0G,法学,624
0614,电子科技大学,L2,社会科学试验班(公共管理与法律复合人才培养)(行政管理、城市管理、法学),624
0532,湖南大学,18,历史学,624
0183,吉林大学,44,经济学类(经济学、财政学、国际经济与贸易、金融学),624
0183,吉林大学,55,经济学(数量经济),624
0610,四川大学,28,公共管理类(行政管理、劳动与社会保障、土地资源管理、档案学、信息资源管理、社会工作),624
0726,西北政法大学,07,法学(刑事法),624
0651,西南财经大学,05,金融学类(保险方向)[保险学、保险学(财务与会计双语实验班)],624
0019,中国农业大学,43,工商管理类(工商管理、会计学),624
4596,中国社会科学院大学,11,社会学,624
4596,中国社会科学院大学,14,法语,624
0052,中央民族大学,22,经济学类(经济学、财政学、金融学、国际经济与贸易),624
0532,湖南大学,07,保险学(风险管理实验班),623
0726,西北政法大学,08,法学(行政法),623
0726,西北政法大学,10,法学(反恐怖主义法),623
0613,西南交通大学,54,法学,623
0423,中国海洋大学,34,工商管理(数字化创新管理),623
0520,中南财经政法大学,38,汉语言文学,623
0520,中南财经政法大学,91,少数民族预科班,623
0008,北京科技大学,23,工商管理类(数智管理与经济试验班)(工商管理、会计学、国际经济与贸易),622
0251,华东理工大学,22,法学,622
0561,华南理工大学,36,行政管理,622
0183,吉林大学,13,英语,622
0183,吉林大学,53,经济学(国别与区域经济),622
0718,陕西师范大学,0N,历史学类[历史学(师范)、历史学(新文科班)、世界史、文物与博物馆学、古典文献学],622
0590,深圳大学,14,法学,622
0610,四川大学,05,外国语言文学类(日语、西班牙语、法语、俄语、英语),622
0459,郑州大学,04,法学,622
0019,中国农业大学,25,社会学类(社会学、社会政策),622
0019,中国农业大学,28,农村区域发展,622
0041,中国人民公安大学,00,法学,622
4596,中国社会科学院大学,16,政治学与行政学,622
0052,中央民族大学,29,历史学,622
0542,湖南师范大学,B2,汉语言文学(师范类),621
0183,吉林大学,09,考古学,621
0183,吉林大学,47,政治学与行政学,621
0559,暨南大学,4F,汉语言文学,621
0422,山东大学,05,外国语言文学类[英语、俄语(俄英双语)、德语、法语、西班牙语、日语、朝鲜语(朝英双语)、翻译],621
0033,中国传媒大学,66,经济学(传媒经济方向),621
4596,中国社会科学院大学,01,思想政治教育,621
0052,中央民族大学,26,民族学,621
0052,中央民族大学,35,工商管理类(工商管理、会计学、财务管理、人力资源管理),621
0532,湖南大学,17,新闻传播学类(新闻学、广告学),620
0730,兰州大学,04,法学,620
0145,东北大学,AB,公共管理类(法学、公共事业管理、行政管理、土地资源管理),619
0200,东北师范大学,C1,教育学类(教育学、小学教育、学前教育)(师范类),619
0294,河海大学,Q4,会计学,619
0532,湖南大学,14,英语,619
0487,华中科技大学,1N,建筑类(建筑学、城乡规划、风景园林),619
0511,华中师范大学,13,外国语言文学类[日语(涉外法治实验班、日英复语班)、法语(法英复语班)、俄语(俄英复语班)、朝鲜语(朝英复语班)、西班牙语(西英复语班)],619
0183,吉林大学,03,社会学类(社会学、社会工作),619
0422,山东大学,02,社会学类(社会学、社会工作、人类学),619
0422,山东大学,09,新闻传播学类(新闻学、国际新闻与传播),619
0271,上海外国语大学,08,法语,619
9213,哈尔滨工业大学(威海),26,经济管理试验班(会计学),618
0054,华北电力大学(北京),0R,法学,618
0183,吉林大学,48,外交学,618
0730,兰州大学,09,汉语言文学,618
9422,山东大学威海分校,02,经济学类[金融学(数智金融方向)、金融学(保险科技方向)、国际经济与贸易(数字贸易方向)],618
0285,苏州大学,0X,新闻学,618
0697,西北大学,11,考古学,618
0699,西北工业大学,29,工商管理类(管理试验班)(工商管理、会计学、市场营销),618
0019,中国农业大学,26,英语,618
0052,中央民族大学,34,新闻传播学类(新闻学、广告学、网络与新媒体),618
0141,大连理工大学,01,新闻传播学类(广播电视学、汉语言文学),617
1287,南京审计大学,11,审计学,617
0273,上海对外经贸大学,30,审计学(注册会计师方向),617
0285,苏州大学,0V,汉语国际教育,617
0052,中央民族大学,21,哲学类(哲学、宗教学),617
0052,中央民族大学,25,社会学类(社会学、社会工作),617
0050,北京电影学院,31,戏剧影视文学(剧作),616
0010,北京化工大学,03,法学(卓越实验班),616
0013,北京邮电大学,0D,工商管理类,616
0145,东北大学,AC,人文科学试验班(思想政治教育、哲学),616
9145,东北大学秦皇岛分校,01,经济学类(经济学、金融学、国际经济与贸易),616
0532,湖南大学,60,行政管理,616
0561,华南理工大学,50,新闻传播学类(新闻学、传播学、广告学),616
0183,吉林大学,11,新闻传播学类(新闻学、广告学),616
0319,南京师范大学,0F,思想政治教育(师范、非师范),616
0319,南京师范大学,0X,外国语言文学类(师范、非师范)[英语(师范、非师范)、德语、意大利语、俄语、朝鲜语、翻译],616
0254,上海海事大学,1A,法学(海商法),616
0285,苏州大学,17,哲学,616
0699,西北工业大学,30,经济与贸易类(国贸、法学、行管)(国际经济与贸易、法学、行政管理),616
0520,中南财经政法大学,37,新闻传播学类(新闻学、广播电视学、网络与新媒体),616
0013,北京邮电大学,0K,网络与新媒体,615
0026,北京中医药大学,18,法学(医药卫生),615
0141,大连理工大学,99,公共事业管理,615
0200,东北师范大学,C3,经济学类(金融学、会计学、人力资源管理、经济学、市场营销),615
0532,湖南大学,91,少数民族预科班,615
0079,华北电力大学(保定),0K,法学,615
0251,华东理工大学,14,经济学类(经济学、金融学),615
0140,辽宁大学,28,法学,615
9422,山东大学威海分校,03,工商管理类[工商管理(数字化运营管理方向)、工商管理(数字营销方向)、工商管理(数智人力方向)、工商管理(数字文旅方向)、工商管理(商务智能方向)、会计学(数智会计方向)、供应链管理],615
0285,苏州大学,03,历史学(师范),615
0070,天津财经大学,0T,审计学,615
0423,中国海洋大学,38,国际经济与贸易,615
4596,中国社会科学院大学,18,网络与新媒体,615
0520,中南财经政法大学,23,工商管理类[工商管理、工商管理(商务分析方向)、市场营销、人力资源管理、物流管理、电子商务],615
0533,中南大学,A3,外国语言文学类(英语、法语、日语、西班牙语),615
0052,中央民族大学,37,外国语言文学类(英语、翻译),615
0141,大连理工大学,A0,哲学类(哲学),614
8213,哈尔滨工业大学(深圳),14,建筑类(智慧人居类)(建筑学、城乡规划),614
0542,湖南师范大学,C0,历史学(师范类),614
0295,江南大学,50,法学,614
9422,山东大学威海分校,08,外国语言文学类[英语(语言文学方向)、英语(英德双语方向)、英语(英法双语方向)、英语(英西双语方向)、英语(英俄双语方向)、英语(英日双语方向)、英语(国际传播方向)、翻译、朝鲜语(翻译方向)、朝鲜语(经贸方向)],614
0056,天津大学,03,建筑类(建筑学、城乡规划、风景园林),614
0033,中国传媒大学,49,汉语国际教育,614
0423,中国海洋大学,50,法学(中外合作办学),614
0520,中南财经政法大学,02,国际政治,614
0052,中央民族大学,30,教育学,614
0173,东北财经大学,41,会计学(注册会计师方向),613
0542,湖南师范大学,E0,法学,613
0276,华东政法大学,0V,日语(涉外法商),613
0730,兰州大学,02,经济学类(经济学、国际经济与贸易、金融学),613
1287,南京审计大学,1A,会计学,613
0271,上海外国语大学,A4,国际经济与贸易(日语),613
0613,西南交通大学,25,思想政治教育,613
0032,北京语言大学,07,汉语言文学,612
0200,东北师范大学,B5,日语(师范类),612
8213,哈尔滨工业大学(深圳),16,数字媒体艺术,612
0183,吉林大学,15,西班牙语,612
0295,江南大学,44,汉语言文学(师范),612
0712,西北农林科技大学,01,法学,612
0651,西南财经大学,17,工商管理类[工商管理、工商管理(双语实验班)、市场营销、旅游管理、供应链管理、人力资源管理],612
0345,浙江师范大学,21,汉语言文学(师范),612
0033,中国传媒大学,69,政治学与行政学(国家治理与政治传播方向),612
0052,中央民族大学,33,汉语国际教育,612
0141,大连理工大学,03,英语,611
0614,电子科技大学,L3,外国语言文学类(英语、日语、法语、翻译),611
0255,东华大学,43,社会科学试验班(法学、行政管理),611
0589,海南大学,3H,法学,611
0730,兰州大学,14,新闻传播学类(新闻学、广告学),611
0140,辽宁大学,72,纪检监察,611
0445,山东师范大学,A1,思想政治教育(师范类),611
0384,厦门大学,M0,汉语言文学(厦门大学马来西亚分校招生专业),611
0423,中国海洋大学,48,新闻传播学类(新闻学、网络与新媒体),611
0052,中央民族大学,36,公共管理类(公共事业管理、行政管理),611
0052,中央民族大学,91,少数民族预科班,611
0357,安徽大学,1T,法学类(法学、知识产权),610
0200,东北师范大学,C2,政治学类(国际政治、政治学与行政学、行政管理),610
0730,兰州大学,17,工商管理类(会计学、市场营销、人力资源管理、行政管理),610
0590,深圳大学,61,汉语言文学,610
0530,湘潭大学,27,法学,610
0033,中国传媒大学,39,数字出版,610
0423,中国海洋大学,46,英语,610
0022,北京林业大学,19,风景园林,609
0032,北京语言大学,08,汉语国际教育,609
0151,大连海事大学,Z4,法学(中外合作办学),609
0173,东北财经大学,42,会计学(国际会计方向),609
0273,上海对外经贸大学,02,国际经济与贸易,609
0285,苏州大学,13,图书情报与档案管理类(档案学、信息资源管理),609
0497,武汉理工大学,36,法学类(法学、社会工作),609
0699,西北工业大学,31,外国语言文学类(英语、德语),609
0384,厦门大学,M2,金融学(厦门大学马来西亚分校招生专业),609
0141,大连理工大学,04,日语,608
0504,华中农业大学,14,风景园林,608
0319,南京师范大学,05,财务管理,608
0126,内蒙古大学,13,法学,608
0028,首都师范大学,16,法学,608
1117,扬州大学,3Y,汉语言文学(师范类),608
0008,北京科技大学,24,社会科学试验班[法学、行政管理、社会工作(社会管理)],607
0032,北京语言大学,3L,新闻学(国际新闻),607
0173,东北财经大学,45,审计学,607
0255,东华大学,42,经济管理试验班(市场营销、财务管理、会计学、工商管理),607
0251,华东理工大学,16,工商管理类[工商管理(商务分析方向)、市场营销(大数据营销)、人力资源管理(人力资源数据分析方向)、会计学(大数据会计)、财务管理(智能财务方向)],607
0574,华南师范大学,1W,法学,607
0183,吉林大学,14,俄语,607
0183,吉林大学,16,日语,607
1835,上海政法学院,01,法学(卓越法律人才培养创新班),607
0697,西北大学,13,中国语言文学类(汉语言文学、汉语国际教育),607
0673,云南大学,0Z,历史学,607
0019,中国农业大学,36,公共事业管理,607
0004,北京交通大学,19,新闻传播学类(传播学、网络与新媒体),606
0013,北京邮电大学,0F,英语(语言智能实验班),606
0032,北京语言大学,04,国际政治,606
0151,大连海事大学,12,海事管理,606
0054,华北电力大学(北京),0S,网络与新媒体,606
0251,华东理工大学,17,国际经济与贸易,606
0559,暨南大学,03,新闻学,606
0421,江西财经大学,27,会计学,606
1287,南京审计大学,04,税收学,606
1835,上海政法学院,04,法学(刑事司法方向),606
0590,深圳大学,56,国际经济与贸易,606
0697,西北大学,09,法学,606
0652,西南政法大学,0R,政治学与行政学,606
0652,西南政法大学,0S,国际事务与国际关系,606
0491,中国地质大学(武汉),30,法学,606
0520,中南财经政法大学,26,农林经济管理,606
0048,中央戏剧学院,0D,戏剧影视文学(戏剧创作),606
0043,北京体育大学,27,新闻学,605
0151,大连海事大学,26,交通管理,605
0173,东北财经大学,01,经济学,605
0255,东华大学,39,经济与贸易类(国际经济与贸易、金融学),605
0414,江西师范大学,BB,汉语言文学(师范类),605
0140,辽宁大学,26,会计学,605
0140,辽宁大学,AE,法学(辽宁省高校专项计划),605
0070,天津财经大学,0Q,会计学,605
0384,厦门大学,MN,传播学(厦门大学马来西亚分校招生专业),605
0520,中南财经政法大学,33,外国语言文学类[英语、英语(翻译方向)、商务英语],605
0357,安徽大学,17,汉语言文学,604
0173,东北财经大学,44,财务管理,604
0145,东北大学,AD,外国语言文学类(英语、日语、俄语、德语),604
0054,华北电力大学(北京),0T,公共管理类(公共事业管理、行政管理),604
0504,华中农业大学,25,法学,604
0327,南京财经大学,0F,工商管理类(会计学、财务管理、审计学、资产评估),604
1117,扬州大学,4C,法学,604
1414,中国石油大学(北京),29,思想政治教育,604
0031,北京第二外国语学院,1C,汉语言文学(多语复合),603
0004,北京交通大学,18,外国语言文学类(英语、西班牙语、葡萄牙语),603
0032,北京语言大学,3E,传播学(梧桐计划人才实验班),603
0026,北京中医药大学,15,公共管理类(工商管理、公共事业管理),603
0141,大连理工大学,44,建筑类(建筑学、城乡规划),603
9145,东北大学秦皇岛分校,12,工商管理类(工商管理、会计学、健康服务与管理),603
0140,辽宁大学,01,汉语言文学,603
0112,太原理工大学,1G,法学,603
0065,天津师范大学,25,法学,603
0673,云南大学,0F,法学,603
0290,中国矿业大学,1D,法学,603
0043,北京体育大学,29,网络与新媒体,602
0173,东北财经大学,16,法学,602
0225,东北林业大学,40,法学,602
0657,贵州大学,9V,法学,602
0295,江南大学,52,思想政治教育,602
0287,南京航空航天大学,04,英语(民航业务、国际贸易),602
0497,武汉理工大学,29,经济学类(经济学、金融学、国际经济与贸易),602
0652,西南政法大学,0A,工商管理类(工商管理、市场营销、会计学、审计学、劳动关系、电子商务及法律),602
0459,郑州大学,05,中国语言文学类(汉语言文学、汉语国际教育),602
0059,中国民航大学,02,法学(航空法),602
0019,中国农业大学,35,市场营销,602
0425,中国石油大学(华东),50,汉语言文学,602
0032,北京语言大学,10,外国语言文学类[英语、英语(英西复语)、商务英语],601
0173,东北财经大学,46,资产评估,601
0589,海南大学,06,汉语言文学,601
0589,海南大学,1P,会计学,601
0295,江南大学,46,英语(涉外法治人才卓越创新班),601
0421,江西财经大学,56,法学(法务会计),601
0445,山东师范大学,FL,中国语言文学类(汉语言文学、汉语言、秘书学),601
0028,首都师范大学,42,英语,601
0070,天津财经大学,08,法学,601
0712,西北农林科技大学,48,工商管理类(会计学、工商管理、农林经济管理、土地资源管理、市场营销),601
0726,西北政法大学,26,财务管理,601
0459,郑州大学,14,考古学,601
0004,北京交通大学,15,建筑类(建筑与规划)(建筑学、城乡规划),600
0026,北京中医药大学,20,英语(中医药国际传播),600
0710,长安大学,43,新闻传播学类(新闻学、汉语言文学),600
